edition;report_type;measure_name;state_name;rank;value;score;lower_CI;upper_CI;source
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Indiana;24;31.9;-0.11;37.1;26.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Iowa;28;30.7;-0.34;35;26.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Kansas;40;26.9;-1.06;30.6;23.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Kentucky;49;20.6;-2;27.8;13.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Louisiana;43;26.5;-1.13;33.3;19.8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Maine;16;34.9;0.45;39.7;30.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Maryland;27;31.1;-0.26;33.7;28.5;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Massachusetts;33;29.7;-0.53;34.1;25.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Michigan;20;33.3;0.15;37.6;29;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Minnesota;7;37.3;0.91;40.8;33.8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Mississippi;42;26.8;-1.07;34.7;18.8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Missouri;38;27.7;-0.91;33.3;22.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Montana;9;37.2;0.89;42.6;31.9;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Nebraska;34;29.3;-0.6;33.2;25.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Nevada;46;25.1;-1.4;33.7;16.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;New Hampshire;10;37.1;0.87;41.9;32.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;New Jersey;40;26.9;-1.06;31.1;22.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;New Mexico;18;33.7;0.23;39.9;27.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;New York;21;32.5;0;36.6;28.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;North Carolina;39;27.4;-0.96;34.3;20.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;North Dakota;44;26;-1.23;31.1;20.9;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Ohio;22;32.4;-0.02;37.5;27.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Oklahoma;50;20.2;-2;24.8;15.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Oregon;3;39.9;1.4;46.6;33.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Pennsylvania;25;31.7;-0.15;37.4;25.9;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Rhode Island;26;31.6;-0.17;36.6;26.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;South Carolina;37;28;-0.85;32.8;23.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;South Dakota;45;25.5;-1.32;34;17;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Tennessee;15;35.1;0.49;42.7;27.5;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Texas;17;34.5;0.38;40.8;28.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Utah;7;37.3;0.91;41.4;33.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Vermont;5;37.8;1;43;32.5;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Virginia;30;30.4;-0.4;34.3;26.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Washington;13;36;0.66;39.7;32.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;West Virginia;48;21.1;-2;26.5;15.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Wisconsin;4;39.8;1.38;46.6;32.9;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;Wyoming;29;30.6;-0.36;36.6;24.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;District of Columbia;;40.3;;46.5;34.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - $75,000 or More;United States;;32.5;;33.7;31.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Alabama;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Alaska;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Arizona;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Arkansas;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;California;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Colorado;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Connecticut;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Delaware;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Florida;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Georgia;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Hawaii;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Idaho;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Illinois;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Indiana;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Iowa;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Kansas;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Kentucky;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Louisiana;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Maine;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Maryland;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Massachusetts;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Michigan;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Minnesota;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Mississippi;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Missouri;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Montana;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Nebraska;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Nevada;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;New Hampshire;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;New Jersey;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;New Mexico;;30.9;;43.6;18.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;New York;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;North Carolina;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;North Dakota;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Ohio;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Oklahoma;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Oregon;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Pennsylvania;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Rhode Island;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;South Carolina;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;South Dakota;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Tennessee;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Texas;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Utah;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Vermont;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Virginia;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Washington;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;West Virginia;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Wisconsin;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;Wyoming;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;District of Columbia;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - American Indian/Alaska Native;United States;;18.4;;22.4;14.5;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Alabama;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Alaska;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Arizona;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Arkansas;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;California;;16.2;;24.5;8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Colorado;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Connecticut;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Delaware;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Florida;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Georgia;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Hawaii;;21.8;;25.4;18.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Idaho;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Illinois;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Indiana;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Iowa;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Kansas;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Kentucky;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Louisiana;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Maine;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Maryland;;27.3;;42;12.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Massachusetts;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Michigan;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Minnesota;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Mississippi;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Missouri;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Montana;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Nebraska;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Nevada;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;New Hampshire;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;New Jersey;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;New Mexico;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;New York;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;North Carolina;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;North Dakota;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Ohio;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Oklahoma;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Oregon;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Pennsylvania;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Rhode Island;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;South Carolina;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;South Dakota;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Tennessee;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Texas;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Utah;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Vermont;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Virginia;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Washington;;25.1;;38.6;11.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;West Virginia;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Wisconsin;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;Wyoming;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;District of Columbia;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Asian;United States;;21.6;;26.5;16.8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Alabama;;14;;18.1;9.9;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Alaska;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Arizona;;36.5;;52.2;20.8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Arkansas;;13.6;;19.3;8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;California;;21.4;;32.5;10.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Colorado;;25.7;;39.2;12.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Connecticut;;19.1;;27;11.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Delaware;;22.2;;33.8;10.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Florida;;27.6;;37.2;18;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Georgia;;24.9;;32.6;17.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Hawaii;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Idaho;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Illinois;;30.3;;39.2;21.5;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Indiana;;28;;37.2;18.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Iowa;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Kansas;;13.4;;20.9;5.9;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Kentucky;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Louisiana;;15.6;;21.4;9.8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Maine;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Maryland;;19.5;;22.7;16.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Massachusetts;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Michigan;;23.4;;31.4;15.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Minnesota;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Mississippi;;13.9;;17.9;10;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Missouri;;15.2;;21.5;9;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Montana;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Nebraska;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Nevada;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;New Hampshire;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;New Jersey;;10.1;;14.5;5.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;New Mexico;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;New York;;20;;26.6;13.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;North Carolina;;19.2;;26.3;12.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;North Dakota;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Ohio;;19.9;;27;12.9;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Oklahoma;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Oregon;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Pennsylvania;;17.2;;24.5;9.9;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Rhode Island;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;South Carolina;;21;;26.3;15.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;South Dakota;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Tennessee;;18.6;;26.3;10.9;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Texas;;29;;41.4;16.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Utah;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Vermont;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Virginia;;22.5;;27.9;17.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Washington;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;West Virginia;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Wisconsin;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;Wyoming;;;;;;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;District of Columbia;;18.5;;22.8;14.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Black;United States;;21.9;;23.8;20.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Alabama;46;24.4;-1.71;28;20.8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Alaska;7;37.7;1.1;45.1;30.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Arizona;8;37.3;1.01;41.1;33.5;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Arkansas;39;27.8;-0.99;31.8;23.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;California;37;28.9;-0.76;32.3;25.5;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Colorado;9;36.6;0.86;39.4;33.8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Connecticut;11;36.2;0.78;39;33.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Delaware;24;32.3;-0.04;38;26.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Florida;4;38.1;1.18;42.2;34;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Georgia;15;34.6;0.44;40.3;28.8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Hawaii;18;33.3;0.17;36.6;30;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Idaho;48;23.6;-1.88;28.6;18.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Illinois;3;38.3;1.22;42.5;34;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Indiana;27;31.8;-0.15;35.3;28.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Iowa;33;29.6;-0.61;32.9;26.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Kansas;34;29.5;-0.63;32.2;26.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Kentucky;50;22.3;-2;28;16.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Louisiana;39;27.8;-0.99;33.4;22.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Maine;24;32.3;-0.04;35.3;29.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Maryland;26;31.9;-0.13;34.2;29.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Massachusetts;32;29.9;-0.55;33;26.8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Michigan;31;30.3;-0.46;33.2;27.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Minnesota;16;33.9;0.3;36.5;31.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Mississippi;47;24.1;-1.77;29.1;19.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Missouri;39;27.8;-0.99;31.8;23.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Montana;10;36.4;0.82;40.1;32.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Nebraska;27;31.8;-0.15;35;28.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Nevada;42;27.4;-1.08;34.1;20.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;New Hampshire;5;38;1.16;41.5;34.5;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;New Jersey;38;28.1;-0.93;31.7;24.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;New Mexico;17;33.8;0.27;38;29.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;New York;30;30.7;-0.38;33.8;27.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;North Carolina;36;29.1;-0.72;34.3;24;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;North Dakota;43;26.6;-1.24;30.5;22.8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Ohio;21;32.7;0.04;36.2;29.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Oklahoma;49;22.8;-2;26.6;19.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Oregon;23;32.5;0;37;28.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Pennsylvania;21;32.7;0.04;36.9;28.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Rhode Island;29;31.6;-0.19;35.1;28.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;South Carolina;20;33;0.11;36.8;29.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;South Dakota;44;25.4;-1.5;30.8;20;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Tennessee;18;33.3;0.17;38.4;28.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Texas;13;35.3;0.59;40.3;30.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Utah;5;38;1.16;41.2;34.8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Vermont;1;41.4;1.88;45.2;37.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Virginia;35;29.3;-0.67;32.3;26.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Washington;12;35.7;0.67;38.4;33;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;West Virginia;45;24.5;-1.69;28.9;20.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Wisconsin;2;40.1;1.6;44.9;35.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;Wyoming;14;34.7;0.46;39.3;30;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;District of Columbia;;38.3;;43.2;33.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - College Grad;United States;;32.5;;33.3;31.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Alabama;46;12.8;-1.62;14.8;10.9;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Alaska;10;25.4;0.93;31.9;18.9;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Arizona;8;26.1;1.08;29.2;23;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Arkansas;40;17.7;-0.63;20.2;15.2;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;California;40;17.7;-0.63;20.2;15.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Colorado;4;27.2;1.3;29.7;24.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Connecticut;6;26.9;1.24;29.4;24.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Delaware;17;23;0.45;27.1;18.9;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Florida;15;24;0.65;27;21;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Georgia;26;21.3;0.1;24.9;17.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Hawaii;9;25.9;1.04;29;22.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Idaho;32;19.3;-0.3;23.1;15.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Illinois;7;26.5;1.16;29.9;23.1;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Indiana;33;19.2;-0.32;21.3;17;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Iowa;22;21.6;0.16;23.8;19.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Kansas;28;21.1;0.06;23.3;19;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Kentucky;50;7.7;-2;10.1;5.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Louisiana;36;18.4;-0.49;22.3;14.6;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Maine;39;18.2;-0.53;20.2;16.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Maryland;18;22.8;0.41;24.7;20.8;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Massachusetts;30;20;-0.16;22.6;17.4;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Michigan;27;21.2;0.08;23.5;19;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Minnesota;14;24.9;0.83;27.1;22.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Mississippi;49;11.9;-1.81;14.2;9.5;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Missouri;44;13.9;-1.4;16.1;11.7;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Montana;4;27.2;1.3;30.2;24.3;AHR data
2022;2022 Senior;Exercise - Ages 65+ - Female;Nebraska;20;21.8;0.2;23.8;19.8;AHR data
